item_id,units_sold,revenue,sale_date
I127038,1027,1.3616554354E8,2030-01-01
I10869,196,6543930.93,2030-01-01
I13319,-1475,9.890225791E7,2025-10-20
I18972,1599,1.6146951946E8,2030-01-01
I10666,882,0.0,
,282,6454958.13,2025-09-26
I12924,1582,2.1031440855E8,
I25630,991,1.354488468E8,2030-01-01
I27459,-1997,2.0727467121E8,2025-09-02
I34435,363,2037418.0,2030-01-01
I37383,1652,2.2678233028E8,2030-01-01
I39003,1192,7.92765992E7,
I46034,1924,1.6050038493E8,2030-01-01
I46152,-1005,9.773530692E7,2025-10-10
I47397,725,6.226196916E7,2030-01-01
I54745,-355,2.354914752E7,2025-09-07
I63456,-1181,1.1637762412E8,2025-09-17
I64206,1352,1.860525899E8,2030-01-01
I64611,-205,3158313.41,2025-10-19
I66616,-1229,2905369.71,2025-10-03
I68053,911,5.917188826E7,
I68749,939,1.3072116986E8,
I70834,900,7.558173809E7,
I72411,150,6007516.32,2030-01-01
I78953,495,1.331156918E7,
I79046,1478,1.1426211079E8,
I80075,1347,1.3187144161E8,2030-01-01
I81291,-1957,2.9186947207E8,2025-10-02
I83598,-828,6.78892183E7,2025-10-02
I85438,1497,1.7641703462E8,2030-01-01
I86151,-1832,1.773499126E8,2025-10-24
I86257,-661,3.161760959E7,2025-09-14
I91312,932,9.529742439E7,2030-01-01
I98921,-185,2.389226694E7,2025-09-27
I101265,1789,2.4359145755E8,2030-01-01
I105579,360,3.025539882E7,2030-01-01
I108056,461,4.582748024E7,2030-01-01
I109049,112,3695988.73,2030-01-01
I109469,-94,5527449.03,2025-10-04
I113377,815,3.783287899E7,2030-01-01
I125085,683,1.902779197E7,2030-01-01
I128155,404,4.648512849E7,2030-01-01
I15085,-1807,2.3132817528E8,2025-09-07
I17324,-303,3.742773496E7,2025-10-27
I17516,344,8702385.67,2030-01-01
I13657,1987,0.0,
I20557,1640,2.3999871003E8,
I22330,1608,0.0,
I28558,-1174,8291019.82,2025-10-30
I29623,1427,6.888758919E7,2030-01-01
I33376,1676,1.6399033146E8,2030-01-01
I38518,1651,4.380200964E7,
I43389,1659,1.1107100793E8,
I48065,741,9.889773628E7,2030-01-01
I59337,-479,1.58151271E7,2025-10-05
I62649,1511,9.040952482E7,
I63134,-696,1.795913622E7,2025-09-25
I71553,304,8272068.44,
I72104,441,3.186139728E7,
I80136,712,4.86704277E7,
I84047,431,3.375805479E7,
I92655,1149,1.5695448778E8,2030-01-01
I93605,-1268,3.407264757E7,2025-09-20
I95114,921,1.3802951578E8,
I96084,-998,1.2915499272E8,2025-09-03
I98159,-866,9.029835197E7,2025-10-10
I100449,1368,0.0,
I111072,-720,6.312242997E7,2025-10-11
I115231,-1524,8.263248951E7,2025-10-02
I123596,782,4.812515705E7,2030-01-01
I126186,1297,1.7788967556E8,2030-01-01
I131058,-1107,4.084644447E7,2025-10-08
I137783,692,9.337800779E7,2030-01-01
I138791,711,4.096330195E7,2030-01-01
I140603,1827,3.372859627E7,2030-01-01
I128950,601,4.878406896E7,
I137837,442,5.229294425E7,
I140604,1604,5.902604459E7,
I145793,837,0.0,
I149242,596,1.014071319E7,
I150816,1270,4.594293615E7,
I161179,-216,5294017.51,2025-09-12
I166363,744,2.652293612E7,
I168369,629,547003.11,
I169830,-163,2344015.79,2025-09-02
I170919,-729,9.170736942E7,2025-09-28
I181021,1407,8.602368654E7,2030-01-01
I181711,478,5.899177131E7,
I183856,68,7032913.68,
I192698,475,4.867120911E7,2030-01-01
I194430,781,0.0,2030-01-01
I194963,148,1.629332364E7,
I202180,-1979,1.1514371799E8,2025-10-08
I206024,725,9.224844638E7,2030-01-01
I208144,926,1.0754110722E8,
I213577,1233,4089486.37,
I216836,-1230,1.1798428256E8,2025-10-24
I219896,-1570,6.470231833E7,2025-10-23
I223944,1704,8.769805772E7,
I224194,458,6.026587586E7,
I224463,1642,2.0013176495E8,2030-01-01
I226736,760,1.974582298E7,
I237020,511,1.900396654E7,2030-01-01
I238494,423,1.937446266E7,2030-01-01
I244000,1259,1.8603220766E8,2030-01-01
I130110,1195,3.549596183E7,2030-01-01
I140375,-318,1.092325186E7,2025-10-15
I130129,747,1.531890979E7,
I140727,-942,1.0449186802E8,2025-09-16
I140747,1542,7.804430802E7,2030-01-01
I142171,-1783,4626851.68,2025-10-08
I146267,1997,1.8156604537E8,2030-01-01
I147105,-1018,1.4363584866E8,2025-10-14
I151689,1243,3.711391576E7,
I152278,-80,2292774.74,2025-10-13
I154227,-1967,1.562445692E8,2025-10-15
I154319,-1771,2.4841416885E8,2025-09-20
I165011,55,7512943.39,2030-01-01
I166261,880,2.259789344E7,2030-01-01
I166737,947,6.165743972E7,
I168422,-1166,5.555396512E7,2025-09-11
I169333,969,5.393006711E7,
I170948,-432,2.468266477E7,2025-10-19
I171331,-377,1.304919171E7,2025-09-23
I172504,1395,1.3757056352E8,
I175101,264,7094836.62,2030-01-01
I176219,583,7.694307751E7,2030-01-01
I184811,-219,6797188.61,2025-10-03
I188288,-470,4.297827927E7,2025-10-23
I189817,1683,1.1509072767E8,
I192652,707,7.308562686E7,2030-01-01
I194790,1520,1.1742267978E8,2030-01-01
I203673,1521,1.9855380857E8,2030-01-01
I211760,348,5754280.35,2030-01-01
I212491,1235,5816556.49,2030-01-01
I214421,155,2.090243816E7,
I217280,123,1.092040107E7,2030-01-01
I218783,669,0.0,
I220247,363,2212257.49,2030-01-01
I222663,-863,6.510907429E7,2030-01-01
I234822,288,1514329.36,
I237847,292,4191207.74,
I134835,-1044,7.023224767E7,2025-10-22
I135059,1657,2.4012085847E8,2030-01-01
I138924,1800,1092103.63,2030-01-01
I136585,558,6.58916582E7,
I142365,1114,1.5518582488E8,2030-01-01
I142813,1472,6.461589479E7,
I145443,1772,6.920141491E7,2030-01-01
I149832,1100,5001152.49,
I155590,1200,3.222106373E7,2030-01-01
I159918,-867,5.882192866E7,2025-09-09
I163915,281,5081407.07,
I170282,-1107,9064428.48,2025-09-21
I171428,1432,4.488497411E7,2030-01-01
I178115,1963,2.63460582E7,
I182191,519,3.624362303E7,
I185176,-1678,9.467481182E7,2025-09-29
I185909,1121,1.338698039E7,
I190058,558,1.524251987E7,2030-01-01
I203092,1046,4327394.66,
I204099,190,0.0,2030-01-01
I208079,1399,1.7856507493E8,2030-01-01
I209462,1412,1.5195534922E8,
I214460,412,1.195641462E7,
I214565,1873,1.1998535658E8,
I216544,1376,6800688.33,
I219404,896,1.897905281E7,
I230854,252,4044057.72,
I234391,1036,3.01707933E7,
I236002,1194,1.7271156518E8,
I236536,1581,1.458743518E8,2030-01-01
I132989,507,2.425281803E7,2030-01-01
I137057,-1087,4.553554799E7,2025-09-14
I138638,275,3.45083942E7,2030-01-01
I134670,1795,1.2037416709E8,
I141609,-297,2.465115125E7,2025-09-29
I142648,1678,7.803892421E7,2030-01-01
I143689,1043,6.122726778E7,
I145803,578,2.93497115E7,
I146457,-512,9763117.13,2025-09-24
I150154,-933,6.094038031E7,2025-09-21
I151883,763,3.377814005E7,2030-01-01
I160757,-1504,2.23772565E8,2025-10-28
I164522,1789,1.9148318008E8,2030-01-01
I174440,-1930,1.9991009645E8,2025-10-29
I178801,-1733,9.00165928E7,2025-10-30
I178845,1421,1.2760097302E8,2030-01-01
I180125,-1377,8.77628357E7,2025-09-03
I184300,-815,2.92646524E7,2025-09-14
I189727,-428,5.584587918E7,2025-10-04
I191373,1072,1.0048325882E8,
I211200,206,1.858291069E7,
I213100,-1084,6.359677648E7,2025-10-24
I214024,1604,1.52656845E8,
I216789,-452,4.740668713E7,2025-10-10
I221529,700,4.336384322E7,2030-01-01
I222731,-1723,3.257097412E7,2025-10-01
I223302,148,6578730.22,2030-01-01
I223883,-438,5.885002298E7,2025-10-18
I225531,377,2.977409917E7,
I230551,254,1.679881073E7,
I233381,-1223,1.7929228422E8,2025-10-08
I235077,1273,4.321758625E7,
I235503,1322,7.741231437E7,2030-01-01
I239745,-1345,1.6647722765E8,2025-10-26
I240010,-51,335382.15,2025-09-28
I241766,304,1.425394951E7,
I242236,101,1.162109655E7,
I134690,646,2.50594847E7,2030-01-01
I136418,-356,4.905770513E7,2025-10-10
I139709,-807,9.000185654E7,2025-09-09
I136128,1454,1.6068309651E8,
I157222,882,3.532159584E7,2030-01-01
I158655,1613,9822896.72,2030-01-01
I162704,-1115,2.025256694E7,2025-09-21
I164525,1993,1.779902992E7,2030-01-01
I164890,540,2.267154939E7,2030-01-01
I166481,72,5133444.63,2030-01-01
I166780,-1447,2.0218196989E8,2025-10-03
I168699,-1855,9.390105823E7,2025-09-08
I173519,-1428,9.706404684E7,2025-09-09
I177356,1591,1.7987012838E8,2030-01-01
I181831,1954,1.2437242414E8,
I186153,1734,1.2676566039E8,
I188371,1312,3.452233374E7,2030-01-01
I192100,-465,2.101103984E7,2025-10-31
I192112,466,1.647399506E7,
I193502,-1307,6.195023729E7,2025-10-05
I194817,667,4.43752151E7,2030-01-01
I200825,1019,9.940079184E7,2030-01-01
I201378,-1090,1.032083239E8,2025-10-08
I204010,1277,7.282474943E7,2030-01-01
I212600,1660,6.966191983E7,2030-01-01
I228978,536,7.070143513E7,
I230063,621,3975393.64,
I230067,798,7.753514416E7,
I231080,690,6.682852531E7,
I232742,-1637,1188060.09,2025-09-27
I234024,1947,1.607868685E7,
I241836,-1801,1.6179446299E8,2025-09-15
I243616,1227,8.226307934E7,
I136326,-832,1.1590281971E8,2025-10-10
I139664,1488,9.667930193E7,2030-01-01
I140036,927,7.158667005E7,2030-01-01
I140116,1139,8.814777056E7,2030-01-01
I143344,1253,5.464463333E7,2030-01-01
I148935,-281,3.513293918E7,2025-09-27
I150840,480,4.455258757E7,2030-01-01
I153170,1771,4.088680713E7,2030-01-01
I153349,755,1.1101422181E8,
I156277,1595,7.94692987E7,2030-01-01
I156666,-774,1.754008468E7,2025-10-24
I156766,428,1.344074056E7,2030-01-01
I158931,915,5.962436234E7,2030-01-01
I159256,1638,2.115254541E7,2030-01-01
I174166,-1556,2.246132931E7,2025-10-27
I174717,-302,1.295235731E7,2025-10-29
I177945,-543,1.434337693E7,2025-09-14
I179122,1332,4.331415133E7,2030-01-01
I180620,787,5.673651092E7,
I180744,1575,5538810.87,2030-01-01
I181985,1640,4.53155364E7,2030-01-01
I182861,769,7.419920262E7,2030-01-01
I186635,60,8632143.6,
I191952,-1988,2.4325510733E8,2025-10-12
I194751,-573,5.10722246E7,2025-10-03
I200366,782,2.143765647E7,
I205552,-546,6.010543406E7,2025-10-26
I209075,-1562,1.2250611608E8,2025-10-27
I210793,-550,7.21287082E7,2025-09-19
I226974,-1365,1.1938223862E8,2025-10-02
I230136,-540,1.981046218E7,2025-10-26
I231991,-457,2.695101693E7,2025-09-11
I232094,1939,1.167886816E7,2030-01-01
I232506,324,4.091330201E7,2030-01-01
I234196,-550,4.272409042E7,2025-10-04
I235399,558,3.052408578E7,
I243909,-676,1.194427663E7,2025-10-01
I131120,1808,1.8970514794E8,2030-01-01
I139289,-372,3.998311611E7,2025-09-05
I141083,1785,3.871730358E7,2030-01-01
I147422,1466,1.808614639E7,2030-01-01
I149405,-240,5837546.84,2025-09-17
I153192,618,5.651843673E7,2030-01-01
I157411,1901,2.379860148E7,2030-01-01
I158599,1023,853842.42,2030-01-01
I160325,-183,2.666456786E7,2025-09-22
I160895,1693,1.434276951E7,
I162332,1575,2.1663997362E8,
I167048,1850,0.0,
I171946,-1433,2.1161638697E8,2025-09-07
I188630,818,7.124770738E7,
I188839,755,7.464456625E7,2030-01-01
I192057,1845,1.6214475106E8,2030-01-01
I198513,363,2.926553985E7,
I202850,1820,5.376382701E7,
I203403,-1754,2.4618665602E8,2025-10-30
I206429,776,9.085620486E7,2030-01-01
I208689,1847,2.3972492261E8,2030-01-01
I211670,257,1.308367134E7,
I212149,-1125,1.79806958E7,2025-09-17
I223205,1438,3626747.38,2030-01-01
I223227,1540,1.7099697794E8,2030-01-01
I225264,-122,1.036239067E7,2025-10-11
I225805,-543,2.353244471E7,2025-09-05
I226848,1987,2.7730058909E8,
I235844,476,5.144619194E7,2030-01-01
I238639,205,2.665805124E7,
I239893,1048,8.194907715E7,2030-01-01
I240773,-1383,1.668719257E8,2025-09-20
I241349,-1169,8.743786185E7,2025-09-08
I242438,362,1.616974656E7,
I132071,1029,3.909327729E7,2030-01-01
I134934,361,4.143647999E7,2030-01-01
I143981,-1527,5.858270576E7,2025-09-25
I149568,1057,7.309075281E7,
I152834,-1463,2.0592740408E8,2025-09-16
I162418,245,7080424.96,
I166216,751,7.080450718E7,
I170513,1122,1.1893349974E8,2030-01-01
I171313,-628,8.631941154E7,2025-10-03
I171750,1325,1.9541249943E8,
I174608,-389,1.248809827E7,2025-10-23
I180721,921,2.219972494E7,2030-01-01
I190500,1138,1.2709397875E8,2030-01-01
I198830,1464,1.0800976261E8,2030-01-01
I204035,-1552,1.1017431576E8,2025-10-21
I212251,1414,1.708438767E7,
I213864,1038,2.424586838E7,
I214463,1708,1.606798154E8,2030-01-01
I222334,-1077,4.114814084E7,2025-09-20
I222461,219,1.963761101E7,2030-01-01
I234974,1466,1.1306304078E8,
I236570,-234,1.878324939E7,2025-10-09
I238246,1695,2.131699441E7,
I239514,1116,1.1146734383E8,2030-01-01
I242640,1160,9.380623875E7,2030-01-01
I136579,-1719,1.4536966166E8,2030-01-01
I138752,-1377,1.0795168363E8,2025-10-23
I140340,121,1.439988358E7,
I141835,-1863,1.5666680986E8,2025-09-23
I146168,-1629,0.0,2025-09-23
I153133,1115,1.322314706E8,
I157711,894,8.520195074E7,2030-01-01
I160148,1379,9603676.94,2030-01-01
I175035,-1619,2.699609734E7,2025-10-01
I176951,1779,0.0,
I180265,1826,9.64557919E7,2030-01-01
I184566,1218,7.225828942E7,
I187306,191,2.104063568E7,
I191441,1913,1.5978729843E8,2030-01-01
I192106,671,7.804831127E7,
I192288,1349,6481569.93,2030-01-01
I193902,-439,4.877846404E7,2025-10-24
I196767,1710,8.205698514E7,
I202359,-1447,1.939613623E8,2025-10-25
I203155,1185,4.311107135E7,
I204150,-363,1094102.76,2025-10-04
I206725,911,2905568.38,
